Problem Number;Problem Change Date+Time;Problem Sub Status;Problem Status;Problem Latest Impact;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-618350811;2012-03-02T14:05:20+01:00;Wait;Accepted;Medium;Org line C;E_5;G92;PROD363;in;INDIA;Garima
1-618350811;2012-03-08T10:31:51+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_4;G88 2nd;PROD363;in;USA;Robert
1-618350811;2012-03-12T19:19:23+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_5;G92;PROD363;in;INDIA;Amit
1-618350811;2012-03-19T10:58:46+01:00;In Progress;Accepted;Medium;Org line C;E_5;G92;PROD363;in;INDIA;Sreelesh
1-618350811;2012-03-28T11:42:48+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_10;G263 2nd;PROD363;in;Sweden;Prasad
1-618350811;2012-03-28T12:41:29+01:00;In Progress;Accepted;Medium;Org line C;E_10;G263 2nd;PROD363;in;Sweden;Umar
1-618350811;2012-03-28T13:40:01+01:00;In Progress;Accepted;Medium;Org line C;E_10;G263 2nd;PROD363;in;Sweden;Jitender
1-618350811;2012-03-28T13:42:04+01:00;Closed;Completed;Medium;Org line C;E_10;G263 2nd;PROD363;in;Sweden;Jitender
1-618589528;2011-12-01T15:52:56+01:00;In Progress;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-618589528;2011-12-01T15:54:50+01:00;Assigned;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-618589528;2011-12-06T16:05:32+01:00;In Progress;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-618589528;2012-05-17T11:53:39+01:00;In Progress;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-618589528;2012-05-17T11:53:45+01:00;Closed;Completed;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-618620384;2011-12-01T10:20:57+01:00;In Progress;Accepted;High;Org line A2;D_1;V10 3rd;PROD69;pl;POLAND;Rafal
1-618620384;2012-02-23T13:41:54+01:00;Closed;Completed;High;Org line A2;D_1;V10 3rd;PROD69;pl;POLAND;Rafal
1-618764275;2011-12-01T14:57:56+01:00;In Progress;Accepted;High;Org line A2;D_1;W12 2nd;PROD739;pl;POLAND;Pawel
1-618764275;2011-12-21T11:32:55+01:00;Assigned;Accepted;High;Org line A2;D_1;W12 2nd;PROD739;pl;POLAND;Pawel
1-618764275;2012-02-17T14:22:03+01:00;In Progress;Accepted;High;Org line A2;D_1;W12 2nd;PROD739;pl;POLAND;Agnieszka
1-618764275;2012-02-20T11:15:01+01:00;Wait;Accepted;High;Org line A2;D_1;W12 2nd;PROD739;pl;POLAND;Agnieszka
1-618764275;2012-02-24T15:15:47+01:00;In Progress;Accepted;High;Org line A2;D_1;W12 2nd;PROD739;pl;POLAND;Pawel
1-618764275;2012-02-24T15:23:13+01:00;Assigned;Accepted;High;Org line A2;D_1;W12 2nd;PROD739;pl;POLAND;Agnieszka
1-618764275;2012-02-24T15:56:03+01:00;In Progress;Accepted;High;Org line A2;D_1;W12 2nd;PROD739;pl;POLAND;Pawel
1-618764275;2012-02-24T15:56:06+01:00;Closed;Completed;High;Org line A2;D_1;W12 2nd;PROD739;pl;POLAND;Pawel
1-618859631;2011-12-01T17:34:34+01:00;In Progress;Accepted;Low;Org line C;E_10;G276 2nd;PROD422;fr;Sweden;Prasad
1-618859631;2011-12-01T17:35:30+01:00;Awaiting Assignment;Queued;Low;Org line C;E_10;G276 2nd;PROD422;fr;Sweden;Prasad
1-618859631;2011-12-01T17:44:11+01:00;In Progress;Accepted;Low;Org line C;E_10;G276 2nd;PROD422;fr;Sweden;Manoj
1-618859631;2011-12-01T17:50:49+01:00;Wait;Accepted;Low;Org line C;E_10;G276 2nd;PROD422;fr;Sweden;Manoj
1-618859631;2011-12-05T14:44:20+01:00;Awaiting Assignment;Queued;Low;Org line A2;A2_2;G22 2nd;PROD422;fr;France;Frederic
1-618859631;2011-12-12T15:29:04+01:00;In Progress;Accepted;Low;Org line A2;A2_2;G22 2nd;PROD422;fr;France;Frederic
1-618859631;2012-01-19T09:11:19+01:00;Closed;Completed;Low;Org line A2;A2_2;G22 2nd;PROD422;fr;France;Frederic
1-618859631;2012-01-19T09:11:24+01:00;In Progress;Accepted;Low;Org line A2;A2_2;G22 2nd;PROD422;fr;France;Frederic
1-618859631;2012-01-19T09:11:34+01:00;Closed;Completed;Low;Org line A2;A2_2;G22 2nd;PROD422;fr;France;Frederic
1-618883006;2011-12-02T04:39:11+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;N19 2nd;PROD38;cn;Sweden;Patrik
1-618883006;2011-12-02T04:39:48+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_1;N19 2nd;PROD38;cn;Sweden;Patrik
1-618883006;2011-12-02T07:49:59+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;N19 2nd;PROD38;cn;Sweden;Fredrik
1-618883006;2011-12-02T07:50:11+01:00;Awaiting Assignment;Queued;Medium;Org line B;A2_1;D1;PROD38;cn;China;Jihong
1-618883006;2012-01-05T03:31:59+01:00;In Progress;Accepted;Medium;Org line B;A2_1;D1;PROD38;cn;THAILAND;Kwewat
1-618883006;2012-01-05T03:32:02+01:00;Closed;Completed;Medium;Org line B;A2_1;D1;PROD38;cn;THAILAND;Kwewat
1-619053302;2011-12-02T11:04:01+01:00;In Progress;Accepted;Major;Org line C;E_1;G13 2nd;PROD153;us;Sweden;Stefan
1-619053302;2011-12-02T11:06:46+01:00;Awaiting Assignment;Queued;Major;Org line C;E_1;G13 2nd;PROD153;us;Sweden;Stefan
1-619053302;2011-12-02T13:13:40+01:00;In Progress;Accepted;Major;Org line C;C_1;G14 3rd;PROD153;us;Sweden;Stefan
1-619053302;2011-12-02T13:14:03+01:00;Assigned;Accepted;Major;Org line C;C_1;G14 3rd;PROD153;us;France;Julien
1-619053302;2012-01-02T13:14:01+01:00;In Progress;Accepted;Major;Org line C;C_1;G14 3rd;PROD153;us;France;Julien
1-619053302;2012-01-03T15:44:20+01:00;In Progress;Accepted;Major;Org line C;C_1;G14 3rd;PROD153;us;USA;William
1-619053302;2012-01-03T15:47:07+01:00;Assigned;Accepted;Major;Org line C;C_1;G14 3rd;PROD153;us;France;Julien
1-619053302;2012-02-21T14:15:31+01:00;In Progress;Accepted;Major;Org line C;E_1;G13 2nd;PROD153;us;Sweden;Kjell
1-619053302;2012-02-21T14:15:35+01:00;Closed;Completed;Major;Org line C;E_1;G13 2nd;PROD153;us;Sweden;Kjell
1-619067777;2011-12-02T10:46:41+01:00;In Progress;Accepted;Low;Org line A2;A2_1;T17 2nd;PROD350;cn;Sweden;Britt
1-619067777;2011-12-02T10:47:20+01:00;Awaiting Assignment;Queued;Low;Org line A2;A2_1;T17 2nd;PROD350;cn;Sweden;Britt
1-619067777;2011-12-12T14:52:12+01:00;In Progress;Accepted;Low;Org line A2;A2_1;J2 2nd;PROD350;cn;Sweden;Britt
1-619067777;2011-12-12T14:52:18+01:00;Wait;Accepted;Low;Org line A2;A2_1;J2 2nd;PROD350;cn;Sweden;Britt
1-619067777;2012-01-06T06:25:12+01:00;In Progress;Accepted;Low;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-619067777;2012-01-06T06:26:16+01:00;Closed;Completed;Low;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-619087129;2011-12-02T12:09:21+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-619087129;2012-01-03T11:10:20+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-619109941;2011-12-02T12:45:33+01:00;In Progress;Accepted;High;Org line C;E_5;G92;PROD436;se;INDIA;Amit
1-619109941;2011-12-02T12:51:13+01:00;Awaiting Assignment;Queued;High;Org line C;E_5;G92;PROD436;se;INDIA;Amit
1-619109941;2011-12-06T11:32:54+01:00;In Progress;Accepted;High;Org line C;E_5;G92;PROD436;se;INDIA;Prashant
1-619109941;2011-12-06T11:35:01+01:00;Awaiting Assignment;Queued;High;Org line C;E_4;G88 2nd;PROD436;se;USA;Robert
1-619109941;2011-12-06T12:50:12+01:00;In Progress;Accepted;High;Org line C;E_10;G271 2nd;PROD436;se;Sweden;Praveen
1-619109941;2011-12-06T12:56:00+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G273 3rd;PROD436;se;Sweden;Martin
1-619109941;2011-12-06T13:54:20+01:00;In Progress;Accepted;High;Org line C;C_6;R4 3rd;PROD436;se;Sweden;Michael
1-619109941;2011-12-06T14:54:19+01:00;Wait;Accepted;High;Org line C;C_6;R4 3rd;PROD436;se;Sweden;Michael
1-619109941;2012-01-30T14:13:13+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G273 3rd;PROD436;se;Sweden;Martin
1-619109941;2012-01-30T14:13:14+01:00;In Progress;Accepted;High;Org line C;C_6;R4 3rd;PROD436;se;Sweden;Michael
1-619109941;2012-01-30T14:13:51+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G273 3rd;PROD436;se;Sweden;Martin
1-619109941;2012-01-30T14:17:15+01:00;In Progress;Accepted;High;Org line C;C_6;R4 3rd;PROD436;se;Sweden;Michael
1-619109941;2012-01-30T14:17:46+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G273 3rd;PROD436;se;Sweden;Martin
1-619109941;2012-01-30T14:31:28+01:00;In Progress;Accepted;High;Org line C;C_6;G273 3rd;PROD436;se;Sweden;Pascal
1-619109941;2012-01-30T14:32:18+01:00;Assigned;Accepted;High;Org line C;C_6;G273 3rd;PROD436;se;Sweden;Michael
1-619109941;2012-02-13T14:36:25+01:00;In Progress;Accepted;High;Org line C;C_6;G273 3rd;PROD436;se;Sweden;Nitesh
1-619109941;2012-02-13T14:39:27+01:00;Wait;Accepted;High;Org line C;C_6;G273 3rd;PROD436;se;Sweden;Nitesh
1-619109941;2012-03-05T16:16:43+01:00;Closed;Completed;High;Org line C;C_6;G273 3rd;PROD436;se;Sweden;Nitesh
1-619146141;2011-12-02T13:20:26+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_10;G222 2nd;PROD13;fr;INDIA;S
1-619146141;2011-12-02T13:46:56+01:00;In Progress;Accepted;Medium;Org line C;E_5;G81;PROD13;fr;INDIA;Shamal
1-619146141;2011-12-02T13:57:32+01:00;Awaiting Assignment;Queued;Medium;Org line C;C_6;G225 3rd;PROD13;fr;France;Olivier
1-619146141;2011-12-22T14:52:12+01:00;In Progress;Accepted;Medium;Org line C;C_6;G225 3rd;PROD13;fr;Belgium;Steven
1-619146141;2012-02-20T15:42:32+01:00;Wait;Accepted;Medium;Org line C;C_6;G225 3rd;PROD13;fr;Belgium;Steven
1-619146141;2012-02-21T09:17:23+01:00;Wait;Accepted;Medium;Org line C;C_6;G225 3rd;PROD13;fr;Belgium;Steven
1-619146141;2012-05-29T13:22:20+01:00;Closed;Completed;Medium;Org line C;C_6;G225 3rd;PROD13;fr;Belgium;Steven
1-619175501;2011-12-02T13:35:34+01:00;Assigned;Accepted;Medium;Org line A2;D_1;L50 3rd;PROD611;in;Sweden;Harikumar
1-619175501;2011-12-06T10:22:13+01:00;In Progress;Accepted;Medium;Org line A2;D_1;L50 3rd;PROD611;in;Sweden;Harikumar
1-619175501;2012-03-30T16:12:54+01:00;Closed;Completed;Medium;Org line A2;D_1;L50 3rd;PROD611;in;Sweden;Harikumar
1-619201265;2011-12-02T14:17:15+01:00;In Progress;Accepted;High;Org line G4;;S30 2nd;PROD412;se;Sweden;Fredrik
1-619201265;2012-01-16T13:49:25+01:00;Assigned;Accepted;High;Org line G4;;S30 2nd;PROD412;se;Sweden;Fredrik
1-619201265;2012-01-17T09:16:19+01:00;In Progress;Accepted;High;Org line G4;;S30 2nd;PROD412;se;Sweden;Helene
1-619201265;2012-01-17T09:16:30+01:00;Closed;Completed;High;Org line G4;;S30 2nd;PROD412;se;Sweden;Helene
1-619232031;2011-12-02T15:29:22+01:00;In Progress;Accepted;Major;Org line C;C_6;G290 3rd;PROD659;se;Sweden;Peter
1-619232031;2011-12-12T13:12:58+01:00;Wait;Accepted;Major;Org line C;C_6;G290 3rd;PROD659;se;Sweden;Peter
1-619232031;2012-02-01T14:43:46+01:00;Closed;Completed;Major;Org line C;C_6;G290 3rd;PROD659;se;Sweden;Peter
1-619254483;2011-12-02T15:37:58+01:00;In Progress;Accepted;High;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-619254483;2012-01-10T10:11:14+01:00;Closed;Completed;High;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-619550849;2011-12-05T08:02:18+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;V13 2nd;PROD676;se;Sweden;Jenny
1-619550849;2011-12-05T08:16:34+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_3;V13 2nd;PROD676;se;Sweden;Jenny
1-619550849;2011-12-07T14:46:02+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;V13 2nd;PROD676;se;Sweden;Jenny
1-619550849;2011-12-07T14:46:27+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_7;G157 2nd;PROD676;se;INDIA;Rajesh Kumar
1-619550849;2011-12-08T11:49:24+01:00;In Progress;Accepted;Medium;Org line C;E_7;G157 2nd;PROD676;se;INDIA;Rajesh Kumar
1-619550849;2011-12-14T10:19:07+01:00;In Progress;Accepted;Medium;Org line C;;G163 3rd;PROD676;se;Sweden;Stefan
1-619550849;2011-12-29T08:18:06+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_10;R6 2nd;PROD676;se;Sweden;Daniel
1-619550849;2011-12-29T12:25:56+01:00;In Progress;Accepted;Medium;Org line C;E_10;R6 2nd;PROD676;se;Sweden;Daniel
1-619550849;2011-12-29T12:27:52+01:00;Wait;Accepted;Medium;Org line C;E_10;R6 2nd;PROD676;se;Sweden;Daniel
1-619550849;2012-01-16T16:31:20+01:00;Closed;Completed;Medium;Org line C;E_10;R6 2nd;PROD676;se;Sweden;Daniel
1-619575181;2011-12-05T09:33:37+01:00;In Progress;Accepted;Major;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Antony
1-619575181;2011-12-26T02:29:02+01:00;Closed;Completed;Major;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Antony
1-619575181;2012-01-04T18:57:37+01:00;In Progress;Accepted;Major;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Antony
1-619575181;2012-01-04T19:09:15+01:00;Closed;Completed;Major;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Antony
1-619589599;2011-12-05T13:53:59+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_7;G153 2nd;PROD807;be;Sweden;Maria
1-619589599;2011-12-07T10:30:38+01:00;In Progress;Accepted;Medium;Org line C;E_7;G134 2nd;PROD807;be;Sweden;Peter
1-619589599;2011-12-09T13:13:16+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_7;G153 2nd;PROD807;be;Sweden;Maria
1-619589599;2011-12-09T13:13:34+01:00;In Progress;Accepted;Medium;Org line C;E_7;G134 2nd;PROD807;be;Sweden;Peter
1-619589599;2011-12-09T13:14:07+01:00;Assigned;Accepted;Medium;Org line C;E_7;G153 2nd;PROD807;be;Sweden;Maria
1-619589599;2011-12-09T13:14:44+01:00;In Progress;Accepted;Medium;Org line C;E_7;G153 2nd;PROD807;be;Sweden;Peter
1-619589599;2012-01-11T22:44:00+01:00;Awaiting Assignment;Queued;Medium;Org line C;C_6;G273 3rd;PROD807;be;Sweden;Martin
1-619589599;2012-01-12T08:31:18+01:00;In Progress;Accepted;Medium;Org line C;E_7;G134 2nd;PROD807;be;Sweden;Peter
1-619589599;2012-01-12T08:31:25+01:00;Awaiting Assignment;Queued;Medium;Org line C;C_6;G287 3rd;PROD807;be;Belgium;Patrick
1-619589599;2012-01-12T08:33:16+01:00;In Progress;Accepted;Medium;Org line C;C_6;G287 3rd;PROD807;be;Sweden;Jimmy
1-619589599;2012-01-12T10:55:32+01:00;Closed;Completed;Medium;Org line C;C_6;G287 3rd;PROD807;be;Sweden;Jimmy
1-619684455;2011-12-05T10:59:00+01:00;In Progress;Accepted;Major;Org line C;E_8;G181 2nd;PROD476;in;France;Stephane
1-619684455;2012-01-23T14:06:08+01:00;Closed;Completed;Major;Org line C;E_8;G181 2nd;PROD476;in;France;Stephane
1-619699161;2011-12-05T13:01:36+01:00;In Progress;Accepted;High;Org line A2;A2_3;S21 2nd;PROD231;se;Sweden;Viktoria
1-619699161;2011-12-05T13:13:30+01:00;Awaiting Assignment;Queued;High;Org line A2;A2_3;S21 2nd;PROD231;se;Sweden;Viktoria
1-619699161;2011-12-06T08:28:52+01:00;In Progress;Accepted;High;Org line A2;A2_3;S21 2nd;PROD231;se;Sweden;Kristina
1-619699161;2011-12-06T09:41:47+01:00;Closed;Completed;High;Org line A2;A2_3;S21 2nd;PROD231;se;Sweden;Kristina
1-619699161;2011-12-06T14:35:14+01:00;In Progress;Accepted;High;Org line G4;;S30 2nd;PROD231;se;Sweden;Gustav
1-619699161;2012-01-30T13:40:16+01:00;Assigned;Accepted;High;Org line G4;;S30 2nd;PROD231;se;Sweden;David
1-619699161;2012-02-01T20:49:44+01:00;Assigned;Accepted;High;Org line G4;;S30 2nd;PROD231;se;Sweden;Gustav
1-619699161;2012-02-01T20:50:03+01:00;In Progress;Accepted;High;Org line G4;;S30 2nd;PROD231;se;Sweden;David
1-619699161;2012-02-01T20:51:19+01:00;Closed;Completed;High;Org line G4;;S30 2nd;PROD231;se;Sweden;David
1-619719949;2011-12-05T12:35:14+01:00;In Progress;Accepted;Low;Org line C;C_6;G144 3rd;PROD667;se;Sweden;John
1-619719949;2011-12-05T13:02:06+01:00;Awaiting Assignment;Queued;Low;Org line C;C_6;G144 3rd;PROD667;se;Sweden;John
1-619719949;2011-12-06T08:23:22+01:00;Awaiting Assignment;Queued;Low;Org line C;C_6;G141 3rd;PROD667;se;Sweden;Mica
1-619719949;2011-12-08T07:48:30+01:00;In Progress;Accepted;Low;Org line C;C_6;G141 3rd;PROD667;se;Sweden;Mica
1-619719949;2011-12-09T12:59:13+01:00;Awaiting Assignment;Queued;Low;Org line C;C_6;G144 3rd;PROD667;se;Sweden;John
1-619719949;2011-12-09T13:00:14+01:00;In Progress;Accepted;Low;Org line C;C_6;G144 3rd;PROD667;se;Sweden;John
1-619719949;2012-03-22T08:54:05+01:00;Closed;Completed;Low;Org line C;C_6;G144 3rd;PROD667;se;Sweden;John
1-619767065;2011-12-05T13:57:43+01:00;In Progress;Accepted;Medium;Org line C;C_1;G14 3rd;PROD398;us;Sweden;Dweep
1-619767065;2012-01-03T12:38:34+01:00;In Progress;Accepted;Medium;Org line C;C_1;G14 3rd;PROD398;us;Sweden;Dweep
1-619767065;2012-02-07T11:34:28+01:00;Closed;Completed;Medium;Org line C;C_1;G14 3rd;PROD398;us;Sweden;Dweep
1-619857642;2011-12-05T15:55:59+01:00;In Progress;Accepted;Low;Org line C;V3_2;G371;PROD262;se;Sweden;Tommy
1-619857642;2012-01-19T10:05:25+01:00;In Progress;Accepted;Low;Org line C;V3_2;G371;PROD262;se;Sweden;Tommy
1-619857642;2012-01-19T10:12:47+01:00;Closed;Completed;Low;Org line C;V3_2;G371;PROD262;se;Sweden;Tommy
1-620015297;2011-12-06T07:51:12+01:00;In Progress;Accepted;Medium;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-620015297;2012-02-08T14:12:13+01:00;Closed;Completed;Medium;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-620074564;2011-12-06T10:02:09+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G38 2nd;PROD215;in;Sweden;Pallav
1-620074564;2012-05-04T14:48:40+01:00;Closed;Completed;Medium;Org line A2;A2_2;G38 2nd;PROD215;in;Sweden;Pallav
1-620430705;2011-12-07T08:17:12+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Per
1-620430705;2012-04-20T08:19:39+01:00;Closed;Completed;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Per
1-620432583;2011-12-07T05:38:29+01:00;In Progress;Accepted;High;Org line A2;A2_1;T17 2nd;PROD350;se;Sweden;Britt
1-620432583;2011-12-07T05:39:00+01:00;Awaiting Assignment;Queued;High;Org line A2;A2_1;T17 2nd;PROD350;se;Sweden;Britt
1-620432583;2011-12-12T14:51:36+01:00;In Progress;Accepted;High;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-620432583;2011-12-12T14:51:48+01:00;Wait;Accepted;High;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-620432583;2012-01-19T15:53:52+01:00;In Progress;Accepted;High;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-620432583;2012-01-19T16:05:09+01:00;Closed;Completed;High;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-620483711;2011-12-07T09:12:52+01:00;In Progress;Accepted;Medium;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-620483711;2011-12-07T09:27:06+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-620483711;2011-12-08T08:18:53+01:00;In Progress;Accepted;Medium;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Neeraj
1-620483711;2011-12-08T08:57:49+01:00;Awaiting Assignment;Queued;Medium;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-620483711;2011-12-14T12:58:14+01:00;In Progress;Accepted;Medium;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-620483711;2011-12-14T13:04:35+01:00;Assigned;Accepted;Medium;Org line C;C_6;G273 3rd;PROD802;se;France;Fabien
1-620483711;2012-02-06T08:50:18+01:00;Closed;Completed;Medium;Org line C;C_6;G273 3rd;PROD802;se;France;Fabien
1-620572095;2011-12-08T08:19:35+01:00;In Progress;Accepted;Low;Org line C;E_9;N12 2nd;PROD277;se;Sweden;Ingemar
1-620572095;2012-04-02T08:32:04+01:00;Closed;Completed;Low;Org line C;E_9;N12 2nd;PROD277;se;Sweden;Ingemar
1-620584677;2011-12-07T12:07:47+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G31 3rd;PROD194;in;INDIA;Jeevitha
1-620584677;2011-12-07T12:17:43+01:00;Assigned;Accepted;Medium;Org line A2;A2_4;G31 3rd;PROD194;in;INDIA;Jeevitha
1-620584677;2012-01-11T06:56:47+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G31 3rd;PROD194;in;INDIA;Jeevitha
1-620584677;2012-01-11T06:57:10+01:00;Closed;Completed;Medium;Org line A2;A2_4;G31 3rd;PROD194;in;INDIA;Jeevitha
1-620656965;2011-12-07T14:57:08+01:00;In Progress;Accepted;Medium;Org line G4;;S33 2nd;PROD397;se;Sweden;Torbjörn
1-620656965;2012-01-09T13:50:31+01:00;Closed;Completed;Medium;Org line G4;;S33 2nd;PROD397;se;Sweden;Torbjörn
1-620705595;2011-12-07T15:52:47+01:00;In Progress;Accepted;Medium;Org line C;C_1;G56 3rd;PROD816;be;Sweden;Karin
1-620705595;2012-05-04T12:05:10+01:00;Closed;Completed;Medium;Org line C;C_1;G56 3rd;PROD816;be;Sweden;Karin
1-620857518;2011-12-08T00:59:32+01:00;In Progress;Accepted;Major;Org line C;E_1;G294 2nd;PROD834;se;Sweden;Per-Erik
1-620857518;2012-03-15T10:21:05+01:00;Closed;Completed;Major;Org line C;E_1;G294 2nd;PROD834;se;Sweden;Per-Erik
1-620925267;2011-12-08T11:10:07+01:00;In Progress;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-620925267;2011-12-08T11:19:05+01:00;Assigned;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-620925267;2011-12-13T12:56:25+01:00;In Progress;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-620925267;2012-05-17T11:48:24+01:00;In Progress;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-620925267;2012-05-17T11:51:47+01:00;Closed;Completed;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-621023087;2011-12-08T13:23:24+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-621023087;2012-01-03T11:07:51+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-621039603;2011-12-08T12:59:55+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-621039603;2012-01-04T16:43:32+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-621061021;2011-12-08T14:03:03+01:00;In Progress;Accepted;High;Org line A2;A2_2;M15 2nd;PROD786;pl;POLAND;Piotr
1-621061021;2011-12-08T14:44:01+01:00;In Progress;Accepted;High;Org line A2;A2_2;M15 2nd;PROD786;pl;POLAND;Piotr
1-621061021;2011-12-08T14:44:37+01:00;Awaiting Assignment;Queued;High;Org line A2;A2_2;M15 2nd;PROD786;pl;POLAND;Piotr
1-621061021;2011-12-09T16:14:35+01:00;Assigned;Accepted;High;Org line A2;A2_2;M15 2nd;PROD786;pl;China;Jason
1-621061021;2012-02-17T08:48:03+01:00;Wait;Accepted;High;Org line A2;A2_2;M15 2nd;PROD786;pl;China;Jason
1-621061021;2012-04-27T02:58:43+01:00;Closed;Completed;High;Org line A2;A2_2;M15 2nd;PROD786;pl;China;Jason
1-621311061;2011-12-09T08:18:16+01:00;In Progress;Accepted;Medium;Org line D;D_2;G121 2nd;PROD597;in;Sweden;Bikshamaiah
1-621311061;2011-12-09T08:22:15+01:00;Closed;Completed;Medium;Org line D;D_2;G121 2nd;PROD597;in;Sweden;Bikshamaiah
1-621311061;2011-12-12T11:34:36+01:00;In Progress;Accepted;Medium;Org line D;D_2;G121 2nd;PROD597;in;Sweden;Bikshamaiah
1-621311061;2011-12-12T11:38:44+01:00;In Progress;Accepted;Medium;Org line D;D_2;G121 2nd;PROD597;in;Sweden;Bikshamaiah
1-621311061;2011-12-21T12:01:07+01:00;Closed;Completed;Medium;Org line D;D_2;G121 2nd;PROD597;in;Sweden;Bikshamaiah
1-621311061;2012-01-06T11:08:42+01:00;In Progress;Accepted;Medium;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-621311061;2012-01-06T11:09:47+01:00;Closed;Completed;Medium;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-621311061;2012-01-06T13:35:53+01:00;In Progress;Accepted;Medium;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-621311061;2012-02-17T10:12:40+01:00;Closed;Completed;Medium;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-621322866;2011-12-09T08:13:39+01:00;In Progress;Accepted;Medium;Org line C;C_6;G290 3rd;PROD154;se;Sweden;Mikael
1-621322866;2012-01-17T14:00:57+01:00;Closed;Completed;Medium;Org line C;C_6;G290 3rd;PROD154;se;Sweden;Mikael
1-621369891;2011-12-09T10:00:42+01:00;In Progress;Accepted;High;Org line G4;;S33 2nd;PROD397;se;Sweden;Torbjörn
1-621369891;2012-01-03T08:43:57+01:00;Closed;Completed;High;Org line G4;;S33 2nd;PROD397;se;Sweden;Torbjörn
