,0,1,2,3,4,5,6,7,8,Assign seriousness,Closed,Create SW anomaly,DUPLICATE,END,INVALID,RESOLVED,Require upgrade,Resolve SW anomaly,Resolve ticket,Schedule intervention,Take in charge ticket,VERIFIED,Wait
12448,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,0,98,0,0,0,0,0,0,0,0,0,0,0,2
12449,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12450,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12451,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12452,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12453,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12454,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12455,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12456,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12457,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12458,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12459,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12460,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12461,Assign seriousness,Take in charge ticket,Wait,Require upgrade,,,,,,0,0,1,0,7,0,0,0,0,91,0,0,0,0
12462,Assign seriousness,Take in charge ticket,Wait,Require upgrade,Resolve ticket,,,,,0,86,0,0,14,0,0,0,0,0,0,0,0,0
12463,Assign seriousness,Take in charge ticket,Wait,Require upgrade,Resolve ticket,Closed,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12464,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12465,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12466,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12467,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12468,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12469,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12470,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12471,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12472,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12473,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12474,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12475,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12476,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12477,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12478,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12479,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12480,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12481,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12482,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12483,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12484,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12485,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12486,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12487,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12488,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12489,Assign seriousness,Take in charge ticket,Create SW anomaly,,,,,,,0,0,1,0,0,0,0,14,11,67,0,0,0,6
12490,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12491,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12492,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12493,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12494,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12495,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12496,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12497,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12498,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12499,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12500,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12501,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12502,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12503,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12504,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12505,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12506,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12507,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12508,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12509,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12510,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12511,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12512,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12513,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12514,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12515,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12516,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12517,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12518,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12519,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12520,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12521,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12522,Assign seriousness,Wait,,,,,,,,0,0,0,0,0,0,0,1,0,42,0,57,0,1
12523,Assign seriousness,Wait,Resolve ticket,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
12524,Assign seriousness,Wait,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12525,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12526,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12527,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12528,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12529,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12530,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12531,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
12532,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12533,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12534,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12535,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12536,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12537,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12538,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12539,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12540,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12541,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12542,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12543,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12544,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12545,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12546,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12547,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12548,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12549,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12550,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12551,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12552,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12553,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12554,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12555,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12556,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12557,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12558,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12559,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12560,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12561,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12562,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12563,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12564,Insert ticket,,,,,,,,,91,0,0,0,0,0,0,0,0,0,0,3,0,5
12565,Insert ticket,Assign seriousness,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,98,0,1
12566,Insert ticket,Assign seriousness,Take in charge ticket,,,,,,,0,0,1,0,0,0,0,0,0,83,0,0,0,16
12567,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,0,98,0,0,0,0,0,0,0,0,0,0,0,2
12568,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12569,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12570,Assign seriousness,Wait,,,,,,,,0,0,0,0,0,0,0,1,0,42,0,57,0,1
12571,Assign seriousness,Wait,Resolve ticket,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
12572,Assign seriousness,Wait,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12573,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12574,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12575,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12576,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12577,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12578,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12579,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12580,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12581,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12582,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12583,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12584,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12585,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12586,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12587,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12588,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12589,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12590,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12591,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12592,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12593,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12594,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12595,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12596,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12597,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12598,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12599,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12600,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12601,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12602,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12603,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12604,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12605,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12606,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12607,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12608,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12609,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12610,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12611,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12612,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12613,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12614,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12615,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12616,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12617,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12618,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12619,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12620,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12621,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12622,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12623,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12624,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12625,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12626,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12627,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12628,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12629,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12630,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12631,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12632,Assign seriousness,Take in charge ticket,Require upgrade,,,,,,,0,0,2,0,0,0,0,0,0,90,0,0,0,8
12633,Assign seriousness,Take in charge ticket,Require upgrade,Wait,,,,,,0,0,0,0,1,0,0,1,0,99,0,0,0,0
12634,Assign seriousness,Take in charge ticket,Require upgrade,Wait,Resolve ticket,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12635,Assign seriousness,Take in charge ticket,Require upgrade,Wait,Resolve ticket,Closed,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12636,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12637,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12638,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12639,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12640,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12641,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12642,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12643,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12644,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12645,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12646,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12647,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12648,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12649,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12650,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12651,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12652,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12653,Assign seriousness,Wait,,,,,,,,0,0,0,0,0,0,0,1,0,42,0,57,0,1
12654,Assign seriousness,Wait,Take in charge ticket,,,,,,,0,0,1,0,0,0,0,1,0,97,0,0,0,2
12655,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,0
12656,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12657,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12658,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12659,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12660,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12661,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12662,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12663,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12664,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12665,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12666,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12667,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
12668,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
12669,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12670,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12671,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12672,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12673,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12674,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12675,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12676,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
12677,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12678,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12679,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
12680,Assign seriousness,Take in charge ticket,Require upgrade,,,,,,,0,0,2,0,0,0,0,0,0,90,0,0,0,8
12681,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,,,,,,0,96,0,0,4,0,0,0,0,0,0,0,0,0
12682,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12683,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
12684,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
12685,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12686,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
