Problem Number;Problem Latest Impact;Problem Change Date+Time;Problem Status;Problem Sub Status;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-686642441;High;2012-04-23T13:31:53+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-686642543;High;2012-02-22T15:30:56+01:00;Queued;Awaiting Assignment;Org line G4;;S33 2nd;PROD374;fr;Sweden;Joakim
1-686642543;High;2012-02-22T17:08:14+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;fr;Sweden;Rickard
1-686945977;Low;2012-02-23T13:22:17+01:00;Accepted;In Progress;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Jitender
1-686945977;Low;2012-02-23T16:26:55+01:00;Accepted;Wait;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Jitender
1-686945977;Low;2012-03-15T12:42:39+01:00;Accepted;Wait;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Jitender
1-686945977;Low;2012-05-03T09:37:08+01:00;Completed;Closed;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Jitender
1-687587336;Major;2012-02-24T15:06:27+01:00;Accepted;In Progress;Org line C;V3_2;U4;PROD535;se;Sweden;Mats
1-687587336;Major;2012-03-29T13:20:18+01:00;Completed;Closed;Org line C;V3_2;U4;PROD535;se;Sweden;Mats
1-687830906;Major;2012-02-26T00:40:53+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD802;se;Sweden;Christer
1-687830906;Major;2012-02-26T01:36:37+01:00;Completed;Closed;Org line C;C_6;G268 3rd;PROD802;se;Sweden;Christer
1-688280019;Major;2012-02-28T09:00:16+01:00;Queued;Awaiting Assignment;Org line A2;A2_1;T17 2nd;PROD834;se;Sweden;Britt
1-688280019;Major;2012-03-05T09:35:59+01:00;Accepted;In Progress;Org line A2;A2_1;J2 2nd;PROD834;se;Sweden;Britt
1-688280019;Major;2012-03-05T09:36:52+01:00;Accepted;Wait;Org line A2;A2_1;J2 2nd;PROD834;se;Sweden;Britt
1-688280019;Major;2012-03-14T13:31:28+01:00;Accepted;In Progress;Org line A2;A2_1;J2 2nd;PROD834;se;Sweden;Britt
1-688280019;Major;2012-03-14T13:33:47+01:00;Completed;Closed;Org line A2;A2_1;J2 2nd;PROD834;se;Sweden;Britt
1-688380091;Medium;2012-02-27T07:50:38+01:00;Accepted;In Progress;Org line A2;A2_1;T17 2nd;PROD350;se;Sweden;Britt
1-688380091;Medium;2012-04-11T12:02:17+01:00;Accepted;Wait;Org line A2;A2_1;T17 2nd;PROD350;se;Sweden;Britt
1-688380091;Medium;2012-04-12T05:16:41+01:00;Queued;Awaiting Assignment;Org line A2;A2_1;T17 2nd;PROD350;se;Sweden;Britt
1-688380091;Medium;2012-04-19T07:51:46+01:00;Accepted;In Progress;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-688380091;Medium;2012-04-19T07:54:32+01:00;Accepted;Wait;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-688380091;Medium;2012-04-19T08:10:47+01:00;Accepted;In Progress;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-688380091;Medium;2012-04-19T08:17:17+01:00;Accepted;Wait;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-688509388;Major;2012-02-27T14:04:57+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD673;se;Sweden;Peter
1-688509388;Major;2012-02-28T09:53:17+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD673;se;Sweden;Peter
1-688509388;Major;2012-03-05T07:36:37+01:00;Completed;Closed;Org line C;E_7;G160 2nd;PROD673;se;Sweden;Peter
1-688515611;High;2012-02-27T11:08:27+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-688515611;High;2012-03-07T08:48:46+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-688515611;High;2012-05-17T09:31:41+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-688515611;High;2012-05-17T09:31:52+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-688564824;High;2012-02-27T13:04:10+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-688564824;High;2012-02-27T13:06:32+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-688564824;High;2012-02-28T15:36:18+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-688564824;High;2012-02-29T10:24:30+01:00;Accepted;Assigned;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-688564824;High;2012-03-22T15:05:34+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-688564824;High;2012-03-30T13:38:43+01:00;Completed;Closed;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-688725917;High;2012-03-05T15:19:35+01:00;Queued;Awaiting Assignment;Org line C;E_1;G55 2nd;PROD821;be;Belgium;Peter
1-689160381;Medium;2012-02-28T09:27:52+01:00;Accepted;In Progress;Org line A2;D_1;L38 3rd;PROD607;se;Sweden;Stefan
1-689160381;Medium;2012-03-28T13:02:39+01:00;Accepted;Wait;Org line A2;D_1;L38 3rd;PROD607;se;Sweden;Stefan
1-689160381;Medium;2012-05-16T10:16:51+01:00;Completed;Closed;Org line A2;D_1;L38 3rd;PROD607;se;Sweden;Stefan
1-689341321;High;2012-02-28T11:33:31+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD802;se;Sweden;Christer
1-689341321;High;2012-05-29T13:53:55+01:00;Completed;Closed;Org line C;C_6;G268 3rd;PROD802;se;Sweden;Christer
1-689469104;Medium;2012-02-29T09:05:53+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD13;in;INDIA;Srinivasan
1-689469104;Medium;2012-02-29T09:11:21+01:00;Queued;Awaiting Assignment;Org line C;E_10;G285 2nd;PROD13;in;Sweden;Leif
1-689469104;Medium;2012-03-01T08:32:26+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD13;in;INDIA;Srinivasan
1-689469104;Medium;2012-03-01T09:27:48+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD13;in;INDIA;Aneesh V
1-689469104;Medium;2012-03-21T18:17:10+01:00;Completed;Closed;Org line B;E_10;G230 2nd;PROD13;in;INDIA;Aneesh V
1-689525975;Medium;2012-02-28T16:30:43+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-689525975;Medium;2012-02-28T18:05:04+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-689525975;Medium;2012-03-30T09:00:24+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-690327801;High;2012-02-29T12:16:36+01:00;Accepted;In Progress;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-690327801;High;2012-03-01T14:17:13+01:00;Completed;Closed;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-690327837;Medium;2012-02-29T12:23:42+01:00;Accepted;In Progress;Org line A2;A2_4;G35 2nd;PROD591;se;Sweden;Maria
1-690327837;Medium;2012-03-02T13:30:31+01:00;Completed;Closed;Org line A2;A2_4;G35 2nd;PROD591;se;Sweden;Maria
1-690327837;Medium;2012-03-02T13:30:34+01:00;Accepted;In Progress;Org line A2;A2_4;G35 2nd;PROD591;se;Sweden;Maria
1-690327837;Medium;2012-03-02T13:30:40+01:00;Completed;Closed;Org line A2;A2_4;G35 2nd;PROD591;se;Sweden;Maria
1-690458151;High;2012-02-29T16:26:17+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Christer
1-690458151;High;2012-05-29T13:52:12+01:00;Completed;Closed;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Christer
1-690762471;Medium;2012-03-01T09:01:23+01:00;Queued;Awaiting Assignment;Org line C;E_10;S51 2nd;PROD804;jp;Japan;Ryouhei
1-690762471;Medium;2012-03-01T09:03:24+01:00;Queued;Awaiting Assignment;Org line C;E_10;S51 2nd;PROD804;jp;Japan;Ryouhei
1-690931471;Low;2012-03-01T14:10:13+01:00;Accepted;In Progress;Org line C;C_6;G144 3rd;PROD660;se;Sweden;John
1-690931471;Low;2012-03-02T12:10:31+01:00;Queued;Awaiting Assignment;Org line C;C_6;G144 3rd;PROD660;se;Sweden;John
1-690931471;Low;2012-03-02T13:50:24+01:00;Accepted;In Progress;Org line C;C_6;G144 3rd;PROD660;se;Sweden;John
1-690931471;Low;2012-03-05T14:26:08+01:00;Completed;Closed;Org line C;C_6;G144 3rd;PROD660;se;Sweden;John
1-691031201;High;2012-03-01T16:18:31+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD397;se;Sweden;Bharath
1-691031201;High;2012-03-01T16:18:58+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD397;se;Sweden;Bharath
1-691093464;Major;2012-03-01T19:13:08+01:00;Accepted;In Progress;Org line G4;;G51 2nd;PROD221;se;Sweden;Ing-Marie
1-691093464;Major;2012-03-01T19:32:06+01:00;Completed;Closed;Org line G4;;G51 2nd;PROD221;se;Sweden;Ing-Marie
1-691093464;Major;2012-03-09T16:05:39+01:00;Accepted;In Progress;Org line G4;;G51 2nd;PROD221;se;Sweden;Ing-Marie
1-691093464;Major;2012-03-09T16:14:47+01:00;Queued;Awaiting Assignment;Org line G4;;G51 2nd;PROD221;se;Sweden;Ing-Marie
1-691146566;Major;2012-03-01T23:45:27+01:00;Accepted;In Progress;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Dusan
1-691146566;Major;2012-04-26T15:59:04+01:00;Completed;Closed;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Dusan
1-691786096;High;2012-03-02T08:32:14+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD412;us;USA;Robert
1-691786096;High;2012-03-02T08:32:44+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD412;us;USA;Robert
1-691786096;High;2012-03-13T11:38:55+01:00;Accepted;Assigned;Org line C;E_4;G88 2nd;PROD412;us;Sweden;Jörgen
1-691786096;High;2012-03-13T13:53:26+01:00;Accepted;Assigned;Org line C;E_4;G88 2nd;PROD412;us;Sweden;Jörgen
1-691786096;High;2012-03-29T14:18:58+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD412;us;Sweden;Jörgen
1-691786330;Major;2012-03-29T08:21:22+01:00;Accepted;Assigned;Org line C;E_8;G181 2nd;PROD473;in;Sweden;Jonas
1-691786330;Major;2012-03-30T10:02:03+01:00;Completed;Closed;Org line C;E_8;G181 2nd;PROD473;in;Sweden;Jonas
1-691832225;High;2012-03-02T09:41:45+01:00;Accepted;In Progress;Org line C;E_8;G186 2nd;PROD473;in;Sweden;Jonas
1-691832225;High;2012-03-28T10:20:47+01:00;Completed;Closed;Org line C;E_8;G186 2nd;PROD473;in;Sweden;Jonas
1-693357728;High;2012-03-05T16:28:53+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD348;us;Sweden;Jörgen
1-693357728;High;2012-03-29T14:12:42+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD348;us;Sweden;Jörgen
1-693595201;Medium;2012-03-12T14:29:46+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Praveen
1-693895885;High;2012-03-06T14:08:23+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-693895885;High;2012-03-07T09:06:13+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-693895885;High;2012-04-17T20:30:19+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-693895885;High;2012-04-17T20:30:21+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-694222066;High;2012-03-07T08:35:03+01:00;Accepted;In Progress;Org line B;C_6;S13 3rd;PROD802;in;INDIA;Ganesh
1-694222066;High;2012-03-07T08:43:10+01:00;Queued;Awaiting Assignment;Org line B;C_6;S13 3rd;PROD802;in;INDIA;Ganesh
1-694222066;High;2012-04-27T10:11:17+01:00;Accepted;In Progress;Org line B;C_6;S13 3rd;PROD802;in;INDIA;Anandgiri
1-694222066;High;2012-04-27T10:11:56+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Praveen
1-694222066;High;2012-05-10T13:47:34+01:00;Accepted;Assigned;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Gaurav
1-694222066;High;2012-05-10T15:10:34+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Gaurav
1-694222066;High;2012-05-10T15:11:04+01:00;Completed;Closed;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Gaurav
1-694385837;Major;2012-03-07T14:15:19+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-09T08:57:30+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-26T12:48:52+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-26T12:49:58+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28T12:46:45+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28T12:48:55+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28T12:48:56+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28T13:00:52+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28T16:42:57+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-694420679;Medium;2012-03-07T14:24:22+01:00;Accepted;In Progress;Org line A2;A2_3;S21 2nd;PROD231;se;Sweden;Kristina
1-694420679;Medium;2012-04-11T13:36:11+01:00;Completed;Closed;Org line A2;A2_3;S21 2nd;PROD231;se;Sweden;Kristina
1-694794065;Medium;2012-03-08T10:24:42+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-694794065;Medium;2012-03-08T10:26:18+01:00;Accepted;Assigned;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-694794065;Medium;2012-03-08T12:37:47+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-694794065;Medium;2012-03-22T14:27:32+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-694808152;Low;2012-03-08T10:58:51+01:00;Accepted;In Progress;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Ann-Charlotte
1-694808152;Low;2012-03-22T15:54:52+01:00;Completed;Closed;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Ann-Charlotte
1-694899814;Medium;2012-03-08T16:17:46+01:00;Queued;Awaiting Assignment;Org line A2;A2_2;G167 2nd;PROD681;cn;Sweden;Tomas
1-694899814;Medium;2012-05-03T08:16:50+01:00;Accepted;In Progress;Org line A2;A2_2;M1 2nd;PROD681;cn;Sweden;Tomas
1-694899814;Medium;2012-05-03T08:20:09+01:00;Completed;Closed;Org line A2;A2_2;M1 2nd;PROD681;cn;Sweden;Tomas
1-695486321;Medium;2012-03-09T15:17:58+01:00;Accepted;In Progress;Org line C;E_10;G288 2nd;PROD659;se;Sweden;Rakesh
1-695486321;Medium;2012-03-09T17:27:40+01:00;Queued;Awaiting Assignment;Org line C;E_10;G288 2nd;PROD659;se;Sweden;Rakesh
1-695801720;Medium;2012-03-12T00:15:03+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-695801720;Medium;2012-03-12T00:16:23+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-695946177;Major;2012-03-12T09:09:09+01:00;Accepted;In Progress;Org line A2;A2_3;U6 2nd;PROD153;se;Sweden;Agneta
1-695946177;Major;2012-03-13T19:23:55+01:00;Completed;Closed;Org line A2;A2_3;U6 2nd;PROD153;se;Sweden;Agneta
1-696057890;Medium;2012-03-12T12:47:22+01:00;Accepted;In Progress;Org line C;E_10;G285 2nd;PROD646;se;Belgium;Steve
1-696057890;Medium;2012-04-25T13:06:39+01:00;Completed;Closed;Org line C;E_10;G285 2nd;PROD646;se;Belgium;Steve
1-696680265;High;2012-03-13T11:04:03+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;USA;Robert
1-696680265;High;2012-03-13T11:05:43+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD793;us;USA;Robert
1-696680265;High;2012-03-17T10:34:44+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD793;us;USA;Robert
1-696680265;High;2012-03-19T04:43:04+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-696680265;High;2012-03-19T04:44:40+01:00;Accepted;Wait;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-696680265;High;2012-04-12T13:43:49+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-696835891;Medium;2012-03-14T13:07:01+01:00;Queued;Awaiting Assignment;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-696835891;Medium;2012-03-14T14:13:40+01:00;Accepted;In Progress;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-696835891;Medium;2012-03-14T14:35:14+01:00;Completed;Closed;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-696839978;Major;2012-03-13T16:35:26+01:00;Accepted;In Progress;Org line C;E_10;S51 2nd;PROD408;jp;Japan;Ryouhei
1-696839978;Major;2012-03-13T16:37:53+01:00;Accepted;Wait;Org line C;E_10;S51 2nd;PROD408;jp;Japan;Ryouhei
1-696839978;Major;2012-04-10T03:48:53+01:00;Completed;Closed;Org line C;E_10;S51 2nd;PROD408;jp;Japan;Ryouhei
1-697041731;High;2012-03-13T19:07:43+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-697041731;High;2012-03-13T21:32:35+01:00;Accepted;Wait;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-697041731;High;2012-03-13T21:33:09+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-697041731;High;2012-03-28T12:23:16+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-697041731;High;2012-03-28T12:40:14+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-697366925;Medium;2012-03-14T11:56:15+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD448;se;Sweden;Samira
1-697366925;Medium;2012-04-23T14:52:14+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD448;se;Sweden;Samira
1-697458590;High;2012-03-14T15:00:26+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-697458590;High;2012-03-14T15:20:07+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-697458590;High;2012-03-14T15:52:11+01:00;Accepted;Assigned;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Rohit
1-697458590;High;2012-03-15T12:43:32+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-697458590;High;2012-03-15T15:41:16+01:00;Accepted;Assigned;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Lennart
1-697458590;High;2012-03-16T12:22:28+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Lennart
1-697458590;High;2012-03-16T12:48:25+01:00;Accepted;Assigned;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Steve
1-697458590;High;2012-03-16T12:49:45+01:00;Accepted;Wait;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Steve
1-697458590;High;2012-05-07T13:28:53+01:00;Completed;Closed;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Steve
1-697578650;Medium;2012-03-14T16:04:35+01:00;Accepted;In Progress;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-697578650;Medium;2012-03-16T10:45:58+01:00;Completed;Closed;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-697811404;High;2012-03-15T10:15:22+01:00;Accepted;In Progress;Org line A2;A2_3;U6 2nd;PROD802;se;Sweden;Agneta
1-697811404;High;2012-03-15T10:34:49+01:00;Queued;Awaiting Assignment;Org line A2;A2_3;U6 2nd;PROD802;se;Sweden;Agneta
1-698044001;Major;2012-03-15T15:13:24+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-698044001;Major;2012-03-15T15:17:08+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-698044001;Major;2012-03-15T15:51:42+01:00;Accepted;Assigned;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-698044001;Major;2012-04-10T13:52:27+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-698044001;Major;2012-04-10T13:53:04+01:00;Completed;Closed;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-698077265;High;2012-03-15T17:34:01+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-698077265;High;2012-03-15T17:37:07+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-698216063;Medium;2012-03-16T09:32:20+01:00;Accepted;In Progress;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-698216063;Medium;2012-03-16T09:34:29+01:00;Queued;Awaiting Assignment;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-698346154;Medium;2012-03-16T09:49:14+01:00;Accepted;In Progress;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-698346154;Medium;2012-03-16T09:53:10+01:00;Accepted;Wait;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-698346154;Medium;2012-03-16T12:56:17+01:00;Completed;Closed;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-698524631;Medium;2012-03-16T14:27:31+01:00;Accepted;In Progress;Org line C;V3_3;N22 2nd;PROD209;us;USA;Kymaria
1-698524631;Medium;2012-03-23T18:42:08+01:00;Completed;Closed;Org line C;V3_3;N22 2nd;PROD209;us;USA;Kymaria
1-698842669;Medium;2012-03-18T10:12:51+01:00;Accepted;In Progress;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-698842669;Medium;2012-03-18T10:14:01+01:00;Accepted;In Progress;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-698842669;Medium;2012-03-18T10:14:24+01:00;Completed;Closed;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-698842669;Medium;2012-03-18T10:14:54+01:00;Accepted;In Progress;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-698842669;Medium;2012-04-18T12:24:24+01:00;Completed;Closed;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-698998499;Medium;2012-03-19T09:27:01+01:00;Accepted;In Progress;Org line C;E_10;G288 2nd;PROD631;se;Sweden;Rakesh
1-698998499;Medium;2012-03-20T11:51:53+01:00;Queued;Awaiting Assignment;Org line C;E_10;G288 2nd;PROD631;se;Sweden;Rakesh
1-698998499;Medium;2012-03-20T12:17:51+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD631;se;Sweden;Praveen
1-698998499;Medium;2012-03-20T12:24:06+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD631;se;Sweden;Martin
1-698998499;Medium;2012-03-20T12:35:50+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD631;se;Sweden;Martin
1-698998499;Medium;2012-03-28T13:52:47+01:00;Accepted;Wait;Org line C;C_6;G273 3rd;PROD631;se;Sweden;Martin
1-698998499;Medium;2012-04-11T13:05:03+01:00;Completed;Closed;Org line C;C_6;G273 3rd;PROD631;se;Sweden;Martin
1-699010040;Major;2012-03-19T09:22:37+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Christer
1-699010040;Major;2012-05-23T09:55:42+01:00;Completed;Closed;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Christer
1-699103215;Medium;2012-03-19T11:15:44+01:00;Accepted;In Progress;Org line C;E_7;G162 2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-03-19T11:17:15+01:00;Queued;Awaiting Assignment;Org line C;E_7;G162 2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-03-19T11:38:10+01:00;Accepted;In Progress;Org line C;E_7;G165 2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-03-29T12:11:40+01:00;Queued;Awaiting Assignment;Org line C;E_7;G162 2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-03-30T08:40:45+01:00;Accepted;In Progress;Org line C;E_7;G165 2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-04-04T14:15:56+01:00;Queued;Awaiting Assignment;Org line C;;G163 3rd;PROD473;in;Sweden;Stefan
1-699103215;Medium;2012-04-05T16:46:00+01:00;Accepted;In Progress;Org line C;E_7;G157 2nd;PROD473;in;Sweden;Stefan
1-699103215;Medium;2012-04-05T16:46:11+01:00;Accepted;In Progress;Org line C;E_7;G157 2nd;PROD473;in;Sweden;Stefan
1-699103215;Medium;2012-04-05T16:47:48+01:00;Completed;Closed;Org line C;E_7;G157 2nd;PROD473;in;Sweden;Stefan
1-699661601;Medium;2012-03-30T08:55:19+01:00;Queued;Awaiting Assignment;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-699661601;Medium;2012-04-02T09:11:03+01:00;Accepted;In Progress;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-699661601;Medium;2012-04-02T09:12:02+01:00;Completed;Closed;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-700362905;Major;2012-03-21T11:06:24+01:00;Accepted;In Progress;Org line C;C_6;G278 3rd;PROD802;se;Sweden;Mikael
1-700362905;Major;2012-03-23T17:21:13+01:00;Completed;Closed;Org line C;C_6;G278 3rd;PROD802;se;Sweden;Mikael
1-700498223;Medium;2012-03-30T11:06:50+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Srinivasan
1-700498223;Medium;2012-03-30T11:10:35+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Rijin
1-700498223;Medium;2012-04-16T16:30:31+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Srinivasan
1-700498223;Medium;2012-04-16T16:46:31+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Rijin
